Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
F.E.A.R. 3,2011-03-25,N/A,3.35,"Action, Shooter","PC, PlayStation 3, Xbox 360",74,Warner Bros. Interactive,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, Co-op, Story Rich, cooperative, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Online Co-Op, Gore, Steam Leaderboards, Controller, Zombies, Short, Mechs, Bullet Time","The third game of the FEAR series of games. The general outline of the whole line of these games is the confrontation of special forces, to be more precise, a soldier named ""Operative"", and a squad of super-soldier clones who refused to obey their superiors. Rebellious clone soldiers are capable of even cannibalism, and other details of the setting correspond to this level of fear.
Protagonists and antagonists have unusual abilities or conventional abilities, developed to an unusually high level",https://media.rawg.io/media/games/1da/1da9a7af524e81d257f972fbc06baefd.jpg
Destiny,2014-09-09,Teen,3.69,"Action, Shooter","PlayStation 3, PlayStation 4, Xbox 360, Xbox One",76,Activision Blizzard,"Singleplayer, Multiplayer, Co-op, First-Person, Sci-fi, raid","Destiny is a first-person shooter featuring MMO-elements with much attention paid to online raids and shared-world mechanics. It is the first game in the series produced by Bungie  the studio is mostly known as the Halo series creator  and followed by Destiny 2, released three years afterward. The original title also has 4 DLC packs. 

The game is centered around the Guardian  main playable character divided into three classes: Hunters. Warlocks and Titans, each with unique abilities. The mai",https://media.rawg.io/media/games/062/062420d85c7143f72ad3557f32c41ead.jpg
F.E.A.R. 2: Project Origin,2009-02-10,N/A,3.85,"Action, Shooter","PC, PlayStation 3, Xbox 360",79,Warner Bros. Interactive,"Singleplayer, Multiplayer, Atmospheric, Story Rich, cooperative, First-Person, Sci-fi, Horror, FPS, Gore, Classic, Zombies, Bullet Time","F. E. A. R. 2: Project Origin is a first-person shooter with elements of horror, the sequel to the game F. E. A. R.

The game has an abundance of scenes of violence and anatomically detailed images of dead bodies, what makes the atmosphere oppressive.

You play as a Delta Force operator Michael Becket during your most common mission, which is gradually turning into a struggle for survival against the wrath of Alma. After the terrible power of Alma is out of control, your squad is forced to break",https://media.rawg.io/media/games/d1d/d1dd46e2ef7f8a1ee946d3ab779c3754.jpg
Vampire Survivors,2022-10-20,N/A,4.19,"Action, RPG, Casual, Indie","Nintendo Switch, Android, PC, iOS, Xbox One, Web",,poncle,"Singleplayer, Steam Achievements, Full controller support, RPG, 2D, Pixel Graphics, Action RPG, Controller, Early Access, Retro, Dark Fantasy, Roguelike, Metroidvania, Roguelite, Loot, Bullet Hell, Touch-Friendly, 1980s, Score Attack, Vampire, Action Roguelike, Spooky, Halloween","Vampire Survivors is currently a time survival game with minimalistic gameplay and roguelite elements.
There's no place where to hide, all you can do is try to survive a cursed night and get as much gold as possible for the next survivor, before Death inevitably puts an end to your struggles.
Content in the early access version:7 characters
22 weapons and 12 power-ups
10 pickups
23 achievements
1 stage
Supports mouse, keyboard, controller, and touch screen.
Starting tips:Take your time to grab g",https://media.rawg.io/media/games/501/501e7019925a3c692bf1c8062f07abe6.jpg
Gwent: The Witcher Card Game,2018-10-23,Teen,3.59,"RPG, Strategy, Board Games, Card","Xbox One, iOS, PC, PlayStation 4, Android",80,CD PROJEKT RED,"Singleplayer, Steam Achievements, Multiplayer, RPG, Partial Controller Support, Fantasy, Free to Play, PvP, Cross-Platform Multiplayer, In-App Purchases, controller support, Online PvP, Steam Trading Cards, overlay, Card Game, Remote Play on Tablet, Trading Card Game, leaderboards, deckbuilding","Join in The Witcher universes favorite card game! In GWENT, you clash with your friends in fast-paced duels that combine bluffing, on-the-fly decision making and careful deck construction. 

Play your cards right and manage a three-row battle formation as you unleash your hand over a best-of-three series of rounds. With heroes, spells and special abilities that dramatically turn the tide of battle, deception and clever tricks will be necessary parts of your arsenal.

Pick your side  comman",https://media.rawg.io/media/games/742/7424c1f7d0a8da9ae29cd866f985698b.jpg
Sonic Mania,2017-08-15,Everyone,3.86,"Action, Adventure, Casual, Platformer","PlayStation 4, Xbox One, PC, Nintendo Switch",85,SEGA,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Partial Controller Support, Steam Leaderboards, Classic, Split Screen, Local Co-Op, Action-Adventure, Pixel Graphics, Local Multiplayer, Retro, Family Friendly, Colorful, Side Scroller, Fast-Paced, Remake, Cartoony","Experience the ultimate celebration of past and future in Sonic Mania, an all-new 2D Sonic adventure running at a crisp 60FPS with stunning HD retro-style graphics. Multiple playable characters give you the ability to go explosively fast as Sonic, soar as Tails, or power through tough obstacles with Knuckles brute strength. You can re-live the Sonic of the past with an exciting new twist on classic zones while fighting against new bosses and Dr. Eggmans evil robot army. Go head to-head with pl",https://media.rawg.io/media/games/bbf/bbf8d74ab64440ad76294cff2f4d9cfa.jpg
Monaco: What's Yours Is Mine,2013-04-24,Teen,3,"Action, Strategy, Casual, Indie","PC, Xbox 360, macOS, Linux",83,"Majesco Entertainment, Pocketwatch Games","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, 2D, Online Co-Op, Steam Leaderboards, Split Screen, Stealth, Local Co-Op, Pixel Graphics, Controller, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Crime, Top-Down, Loot, Heist","Monaco: Whats Yours Is Mine is a top-down stealth and action game, which provides players with both single and multiplayer experience. The main storyline is divided into four parts: the first three follow the characters, while the last one is played for the police side. To start another big score players have to select one of eight available characters. Each character has different skills and special abilities, so the squad should be appropriately chosen in advance. From the very beginning, p",https://media.rawg.io/media/screenshots/4f4/4f4722571e32954af43a4508607c1748.jpg
Lara Croft and the Guardian of Light,2010-08-05,Teen,3.42,"Action, Adventure","PC, PlayStation 3, Xbox 360, Android, iOS",82,Square Enix,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, cooperative, Third Person, Partial Controller Support, Online Co-Op, Difficult, Steam Leaderboards, Exploration, Female Protagonist, Split Screen, Local Co-Op, Controller, Local Multiplayer, stats, Isometric, Puzzle-Platformer, Twin Stick Shooter, Lara Croft","Lara Croft and the Guardian of Light is an action adventure game developed by Crystal Dynamics. The title serves as a spin-off to Tomb Raider series and is not connected to the series storyline whatsoever.

Two thousand years ago there was a battle between the Guardian of Light and the Keeper of Darkness. The Keeper won using the Mirror of Smoke with which he summoned a horde of horrible monsters, but the Guardian survived the encounter and imprisoned the Keeper in his own mirror. Fast-forward t",https://media.rawg.io/media/games/a92/a92272ea5cfc35b8ad6317fbd81ce0f6.jpg
The Flame in the Flood,2016-02-23,Teen,2.9,"Action, Simulation, Indie","macOS, Xbox One, Nintendo Switch, PC, PlayStation 4",73,"Curve Digital, The Molasses Flood","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Open World, Difficult, Exploration, Female Protagonist, Survival, Post-apocalyptic, Crafting, Roguelike, Isometric, Roguelite, Kickstarter","The Flame in the Flood is a roguelike survival game developed by The Molasses Flood.

The players objective is to survive the long river journey through the post-societal America. In order to survive, it is crucial to scavenge resources, look for food, find shelter, mend your boat and take care of your health. 

The players have a certain time limit as they have to advance further the river before the rains catch up with them. 

The game features a crafting system, hence why it is important to l",https://media.rawg.io/media/games/87a/87a29bcc56b6b6082ead1dd5e2510aaa.jpg
The Elder Scrolls III: Morrowind,2002-05-01,Teen,4.37,RPG,"Xbox 360, Xbox, PC",89,Bethesda Softworks,"Singleplayer, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, First-Person, Third Person, Fantasy, Exploration, Classic, Sandbox, Action RPG, Moddable, Character Customization, Medieval, Magic, Cult Classic, vr mod","The Elder Scrolls III: Morrowind® Game of the Year Edition includes Morrowind plus all of the content from the Bloodmoon and Tribunal expansions. The original Mod Construction Set is not included in this package.

An epic, open-ended single-player RPG, Morrowind allows you to create and play any kind of character imaginable. You can choose to follow the main storyline and find the source of the evil blight that plagues the land, or set off on your own to explore strange locations and develop y",https://media.rawg.io/media/games/ccf/ccf26f6e3d553a04f0033a8107a521b8.jpg
The Talos Principle,2014-12-11,Everyone 10+,4.15,"Adventure, Indie, Puzzle","Xbox One, PlayStation 4, iOS, PC, macOS, Linux, Nintendo Switch, Android",85,"Devolver Digital, GHI Media, Croteam","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Third Person, Sci-fi, Difficult, Exploration, Controller, Steam Workshop, Includes level editor, Post-apocalyptic, Mystery, Walking Simulator, Multiple Endings, Robots, Philisophical","The Talos Principle is a puzzle game set in Ancient Greece full of technological devices. You take on the role of Talos, artificial man, the protector of Crete in Greek mythology. You are led by Elohim, your mentor, who allows you to explore the world and open portals to other locations, such as Ancient Egypt or Medieval Europe. The only place Elohim forbids you to go to is the Tower. Of course, the goal of the game is to enter it and reveal its secrets.
Your way to the Tower lays among turrets ",https://media.rawg.io/media/games/948/948fe7f00b6cba8472f5ecd07a455077.jpg
STAR WARS Battlefront,2015-11-17,Teen,3.29,"Action, Shooter, Adventure, Strategy","Xbox One, PC, PlayStation 4",73,Electronic Arts,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, cooperative, First-Person, Third Person, Sci-fi, Online Co-Op, Split Screen, Third-Person Shooter, PvP, Space, combat, Aliens, Online PvP, Steam Trading Cards, Epic, Star Wars, work, Vehicular Combat, planets, army, laser","The game takes place in the setting of the epic ""Star Wars"". This game is the third in a series of games with the common name of Star Wars Battlefront.

The gameplay consists of battles. You can play on the side of the rebels or on the side of the Empire. You can also go through missions based on the stories of movies. You can play alone and in multiplayer modes, supporting up to 40 players. Multiplayer modes work in a network game or behind a single screen. The game provides an opportunity to p",https://media.rawg.io/media/games/bd2/bd2cc7714e0b9b1adad1ba1b2400d436.jpg
Heroes & Generals,2016-10-18,N/A,2.77,"Action, Shooter, Massively Multiplayer, Indie",PC,,Reto-Moto,"Singleplayer, Multiplayer, Atmospheric, Co-op, Open World, cooperative, First-Person, FPS, Free to Play, Online multiplayer, Tactical, War, In-App Purchases, Historical, RTS, mmo, World War II","Heroes and Generals is a team game, and its primary purpose is to establish control over the territory (domination) by the team of its faction. To do this, you need to capture and hold the control points. Players can be reborn on them. At the moment, the game has three military factions: the United States, Germany and the Soviet Union. The player can purchase fighters of these factions and develop them. It is also possible to create a group of warriors, thereby allowing you to play with friends.",https://media.rawg.io/media/games/98c/98cd77a9f61b31a6ddab1670b079c841.jpg
